results_time,participant_id,group,trial,label,no,item,exp,condition,cb,left,right,target,r1,r2,r3,r4,r5,r6,r7,question_rt,choice_rt,choice,mismatch,chosen_type,dominant,prop_left,prop_right,total_dwell,dwell_left,dwell_right,n_fix_left,n_fix_right,transitions,tff,ffl,fixations_left,fixations_right,fixation_count_total,revisits_left,revisits_right,revisits_total
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,1293.0,1635.0,1310.0,1568.0,1409.0,1273.0,1155.0,,1647.0,left,False,A,left,1.0,0.0,1.13,1.13,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,2037.0,1173.0,898.0,850.0,860.0,811.0,2745.0,,1202.0,right,True,A,right,0.33,0.67,1.05,0.35,0.7,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,27,experiment,14,5,1,focus,y,5b,5a,,634.0,939.0,506.0,592.0,538.0,772.0,704.0,,4605.0,right,False,A,left,0.83,0.17,4.34,3.61,0.72,2.0,1.0,2.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,838.0,832.0,1039.0,824.0,728.0,936.0,1446.0,,1703.0,right,False,A,right,0.16,0.84,1.43,0.22,1.21,1.0,2.0,1.0,0.0,left,1.0,2.0,3.0,0.0,1.0,1.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,1055.0,714.0,804.0,1107.0,617.0,1162.0,1029.0,,1427.0,left,True,A,left,0.88,0.12,1.09,0.96,0.13,2.0,1.0,2.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,12,experiment,23,8,1,focus,n,8a,8b,,1002.0,958.0,716.0,1122.0,651.0,690.0,780.0,,2444.0,left,False,A,left,0.69,0.31,1.96,1.35,0.6,9.0,4.0,8.0,0.0,left,9.0,4.0,13.0,8.0,3.0,11.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,1018.0,987.0,800.0,784.0,692.0,737.0,967.0,,1521.0,left,False,A,left,0.62,0.38,1.18,0.72,0.45,3.0,2.0,2.0,0.0,left,3.0,2.0,5.0,2.0,1.0,3.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,1632.0,856.0,1143.0,987.0,942.0,1089.0,1543.0,,1778.0,right,True,A,right,0.0,1.0,1.71,0.0,1.71,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,22,experiment,32,11,1,focus,y,11b,11a,,1201.0,1415.0,614.0,989.0,795.0,960.0,1051.0,,1978.0,right,False,A,right,0.37,0.63,1.46,0.55,0.92,3.0,3.0,3.0,0.0,left,3.0,3.0,6.0,2.0,2.0,4.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,1034.0,1280.0,1028.0,858.0,693.0,1178.0,1009.0,,2992.0,right,False,A,right,0.0,1.0,2.54,0.0,2.54,0.0,5.0,0.0,0.0,right,0.0,5.0,5.0,0.0,4.0,4.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,1105.0,1051.0,1055.0,1175.0,929.0,1022.0,1042.0,,2619.0,left,True,A,left,0.7,0.3,1.92,1.35,0.57,3.0,3.0,3.0,0.0,left,3.0,3.0,6.0,2.0,2.0,4.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,29,experiment,41,14,1,focus,n,14a,14b,,632.0,673.0,644.0,822.0,694.0,651.0,987.0,,4995.0,right,False,B,right,0.44,0.56,4.85,2.11,2.74,3.0,4.0,6.0,0.0,right,3.0,4.0,7.0,2.0,3.0,5.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,1089.0,1008.0,1171.0,1131.0,940.0,1068.0,1225.0,,3750.0,left,False,A,right,0.42,0.58,2.91,1.23,1.68,6.0,6.0,4.0,0.0,right,6.0,6.0,12.0,5.0,5.0,10.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,605.0,730.0,622.0,606.0,554.0,736.0,1002.0,,1760.0,right,True,A,left,1.0,0.0,1.66,1.66,0.0,2.0,0.0,0.0,0.0,left,2.0,0.0,2.0,1.0,0.0,1.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,24,experiment,50,17,1,focus,y,17b,17a,,892.0,826.0,728.0,1225.0,880.0,816.0,2495.0,,1852.0,right,False,A,right,0.0,1.0,1.75,0.0,1.75,0.0,3.0,0.0,0.0,right,0.0,3.0,3.0,0.0,2.0,2.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,38,experiment,52,18,1,exclusive,y,18b,18a,18a,1040.0,1060.0,845.0,965.0,930.0,937.0,1121.0,,2579.0,right,False,A,right,0.0,1.0,2.16,0.0,2.16,0.0,2.0,0.0,0.0,right,0.0,2.0,2.0,0.0,1.0,1.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,34,experiment,2,1,1,focus,y,1b,1a,,355.0,299.0,367.0,349.0,353.0,380.0,482.0,,1271.0,right,False,A,right,0.19,0.81,1.27,0.24,1.03,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,26,experiment,4,2,1,exclusive,y,2b,2a,2a,350.0,313.0,356.0,351.0,346.0,337.0,581.0,,1789.0,right,False,A,right,0.0,1.0,1.35,0.0,1.35,0.0,2.0,0.0,0.0,right,0.0,2.0,2.0,0.0,1.0,1.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,49,experiment,9,3,1,contrastive,n,3a,3b,3b,388.0,361.0,344.0,361.0,351.0,466.0,3049.0,,2319.0,right,False,B,,,,,,,,,,,,,,,,,
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,25,experiment,11,4,1,focus,n,4a,4b,,338.0,305.0,323.0,299.0,334.0,374.0,401.0,,1613.0,left,False,A,right,0.47,0.53,1.5,0.71,0.79,3.0,3.0,5.0,0.0,left,3.0,3.0,6.0,2.0,2.0,4.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,13,experiment,13,5,1,exclusive,n,5a,5b,5a,482.0,325.0,352.0,418.0,344.0,361.0,701.0,,2206.0,left,False,A,left,1.0,0.0,2.17,2.17,0.0,2.0,0.0,0.0,0.0,left,2.0,0.0,2.0,1.0,0.0,1.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,476.0,396.0,309.0,323.0,288.0,348.0,1288.0,,1318.0,left,False,B,left,1.0,0.0,1.32,1.32,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,37,experiment,20,7,1,focus,y,7b,7a,,414.0,221.0,389.0,269.0,416.0,551.0,1336.0,,1327.0,right,False,A,right,0.09,0.91,1.28,0.11,1.17,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,17,experiment,22,8,1,exclusive,y,8b,8a,8a,500.0,286.0,319.0,313.0,388.0,521.0,4109.0,,1586.0,right,False,A,right,0.14,0.86,1.46,0.2,1.25,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,553.0,406.0,396.0,460.0,372.0,320.0,494.0,,802.0,right,False,B,right,0.19,0.81,0.59,0.11,0.48,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,21,experiment,29,10,1,focus,n,10a,10b,,427.0,292.0,337.0,433.0,399.0,399.0,522.0,,1610.0,left,False,A,left,0.9,0.1,1.6,1.43,0.16,2.0,1.0,2.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,39,experiment,31,11,1,exclusive,n,11a,11b,11a,521.0,363.0,332.0,344.0,329.0,331.0,393.0,,3399.0,left,False,A,left,0.84,0.16,3.35,2.82,0.53,4.0,3.0,6.0,0.0,left,4.0,3.0,7.0,3.0,2.0,5.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,831.0,565.0,409.0,420.0,400.0,461.0,3236.0,,1551.0,left,False,B,left,1.0,0.0,1.54,1.54,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,14,experiment,38,13,1,focus,y,13b,13a,,501.0,337.0,362.0,391.0,432.0,509.0,461.0,,1371.0,right,False,A,right,0.0,1.0,0.98,0.0,0.98,0.0,3.0,0.0,0.0,right,0.0,3.0,3.0,0.0,2.0,2.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,29,experiment,40,14,1,exclusive,y,14b,14a,14a,466.0,329.0,330.0,335.0,474.0,494.0,669.0,,1600.0,right,False,A,right,0.0,1.0,1.62,0.0,1.62,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,408.0,307.0,366.0,338.0,341.0,373.0,463.0,,1370.0,right,False,B,right,0.16,0.84,1.3,0.21,1.09,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,18,experiment,47,16,1,focus,n,16a,16b,,305.0,269.0,228.0,315.0,323.0,356.0,411.0,,1071.0,left,False,A,left,1.0,0.0,1.02,1.02,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,23,experiment,49,17,1,exclusive,n,17a,17b,17a,446.0,362.0,338.0,384.0,421.0,408.0,1110.0,,2174.0,left,False,A,left,0.89,0.11,1.99,1.78,0.21,3.0,1.0,2.0,0.0,left,3.0,1.0,4.0,2.0,0.0,2.0
2025-09-24 19:43:41,5f4c042383588080d02e61a3,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,481.0,323.0,361.0,422.0,383.0,642.0,1895.0,,1580.0,left,False,B,left,1.0,0.0,1.59,1.59,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,34,experiment,2,1,1,focus,y,1b,1a,,477.0,505.0,375.0,371.0,499.0,558.0,564.0,,11860.0,right,False,A,right,0.49,0.51,11.22,5.46,5.77,16.0,13.0,19.0,0.0,left,16.0,13.0,29.0,15.0,12.0,27.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,26,experiment,4,2,1,exclusive,y,2b,2a,2a,491.0,409.0,324.0,432.0,568.0,758.0,373.0,,1845.0,right,False,A,right,0.31,0.69,1.67,0.52,1.15,1.0,4.0,2.0,0.0,right,1.0,4.0,5.0,0.0,3.0,3.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,49,experiment,9,3,1,contrastive,n,3a,3b,3b,563.0,357.0,352.0,408.0,385.0,816.0,1336.0,,2407.0,right,False,B,left,0.68,0.32,2.29,1.54,0.74,4.0,4.0,7.0,0.0,left,4.0,4.0,8.0,3.0,3.0,6.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,25,experiment,11,4,1,focus,n,4a,4b,,387.0,485.0,388.0,394.0,282.0,409.0,383.0,,2636.0,left,False,A,left,0.59,0.41,2.46,1.45,1.01,3.0,3.0,4.0,0.0,left,3.0,3.0,6.0,2.0,2.0,4.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,13,experiment,13,5,1,exclusive,n,5a,5b,5a,1984.0,803.0,813.0,696.0,560.0,674.0,1102.0,,1789.0,left,False,A,left,0.73,0.27,1.72,1.26,0.46,2.0,2.0,2.0,0.0,left,2.0,2.0,4.0,1.0,1.0,2.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,475.0,477.0,512.0,504.0,455.0,563.0,534.0,,2812.0,right,True,A,right,0.13,0.87,2.67,0.35,2.32,2.0,5.0,4.0,0.0,right,2.0,5.0,7.0,1.0,4.0,5.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,37,experiment,20,7,1,focus,y,7b,7a,,480.0,450.0,414.0,608.0,520.0,1633.0,4660.0,,2075.0,right,False,A,right,0.06,0.94,1.96,0.12,1.84,1.0,3.0,2.0,0.0,right,1.0,3.0,4.0,0.0,2.0,2.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,17,experiment,22,8,1,exclusive,y,8b,8a,8a,664.0,481.0,447.0,487.0,478.0,667.0,607.0,,957.0,right,False,A,right,0.0,1.0,0.86,0.0,0.86,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,985.0,1380.0,2267.0,777.0,485.0,538.0,1168.0,,2932.0,left,True,A,left,0.66,0.34,2.64,1.73,0.91,4.0,3.0,5.0,0.0,right,4.0,3.0,7.0,3.0,2.0,5.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,21,experiment,29,10,1,focus,n,10a,10b,,471.0,511.0,415.0,433.0,395.0,469.0,480.0,,2339.0,left,False,A,left,0.85,0.15,2.07,1.75,0.31,4.0,1.0,2.0,0.0,left,4.0,1.0,5.0,3.0,0.0,3.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,39,experiment,31,11,1,exclusive,n,11a,11b,11a,445.0,355.0,339.0,309.0,342.0,314.0,606.0,,2332.0,left,False,A,left,0.53,0.47,1.97,1.05,0.92,3.0,2.0,4.0,0.0,left,3.0,2.0,5.0,2.0,1.0,3.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,544.0,360.0,326.0,307.0,265.0,357.0,286.0,,13013.0,right,True,A,right,0.36,0.64,11.94,4.26,7.68,18.0,22.0,28.0,0.0,right,18.0,22.0,40.0,17.0,21.0,38.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,14,experiment,38,13,1,focus,y,13b,13a,,704.0,512.0,464.0,552.0,512.0,529.0,527.0,,2080.0,right,False,A,left,0.62,0.38,1.99,1.23,0.75,2.0,2.0,3.0,0.0,right,2.0,2.0,4.0,1.0,1.0,2.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,29,experiment,40,14,1,exclusive,y,14b,14a,14a,398.0,353.0,290.0,343.0,313.0,302.0,562.0,,10226.0,right,False,A,left,0.52,0.48,9.93,5.16,4.77,13.0,14.0,21.0,0.0,left,13.0,14.0,27.0,12.0,13.0,25.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,407.0,366.0,437.0,371.0,420.0,645.0,666.0,,2127.0,right,False,B,right,0.06,0.94,1.82,0.12,1.7,1.0,2.0,2.0,0.0,right,1.0,2.0,3.0,0.0,1.0,1.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,18,experiment,47,16,1,focus,n,16a,16b,,478.0,437.0,388.0,405.0,423.0,681.0,511.0,,2022.0,left,False,A,left,0.91,0.09,1.78,1.61,0.17,2.0,1.0,2.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,23,experiment,49,17,1,exclusive,n,17a,17b,17a,551.0,439.0,416.0,469.0,561.0,490.0,568.0,,3372.0,left,False,A,left,0.81,0.19,2.98,2.42,0.56,8.0,3.0,6.0,0.0,left,8.0,3.0,11.0,7.0,2.0,9.0
2025-10-10 13:53:09,5f5fc58bfcb0db07c6c64d9e,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,937.0,463.0,464.0,431.0,577.0,1017.0,527.0,,8750.0,left,False,B,left,0.53,0.47,8.1,4.29,3.81,11.0,12.0,15.0,0.0,left,11.0,12.0,23.0,10.0,11.0,21.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,36,experiment,1,1,1,exclusive,n,1a,1b,1a,386.0,284.0,337.0,403.0,389.0,507.0,498.0,,2111.0,left,False,A,left,0.75,0.25,1.9,1.42,0.48,2.0,2.0,1.0,0.0,right,2.0,2.0,4.0,1.0,1.0,2.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,397.0,524.0,373.0,371.0,291.0,366.0,443.0,,1036.0,left,False,B,left,0.84,0.16,0.77,0.64,0.13,2.0,1.0,1.0,0.0,right,2.0,1.0,3.0,1.0,0.0,1.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,18,experiment,8,3,1,focus,y,3b,3a,,513.0,554.0,600.0,516.0,555.0,564.0,852.0,,778.0,right,False,A,right,0.0,1.0,0.78,0.0,0.78,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,43,experiment,10,4,1,exclusive,y,4b,4a,4a,469.0,404.0,510.0,453.0,411.0,440.0,481.0,,1352.0,right,False,A,right,0.0,1.0,0.69,0.0,0.69,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,1113.0,1042.0,1182.0,1068.0,967.0,988.0,3029.0,,6845.0,right,False,B,right,0.44,0.56,6.56,2.88,3.68,4.0,4.0,5.0,0.0,left,4.0,4.0,8.0,3.0,3.0,6.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,13,experiment,17,6,1,focus,n,6a,6b,,632.0,1052.0,899.0,858.0,716.0,687.0,779.0,,1047.0,left,False,A,left,1.0,0.0,0.81,0.81,0.0,2.0,0.0,0.0,0.0,left,2.0,0.0,2.0,1.0,0.0,1.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,49,experiment,19,7,1,exclusive,n,7a,7b,7a,438.0,358.0,351.0,400.0,320.0,346.0,465.0,,925.0,left,False,A,left,1.0,0.0,0.95,0.95,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,331.0,534.0,237.0,419.0,342.0,374.0,454.0,,893.0,left,False,B,left,1.0,0.0,0.84,0.84,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,35,experiment,26,9,1,focus,y,9b,9a,,431.0,404.0,366.0,458.0,471.0,438.0,769.0,,1864.0,right,False,A,right,0.26,0.74,1.71,0.45,1.26,3.0,4.0,6.0,0.0,right,3.0,4.0,7.0,2.0,3.0,5.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,45,experiment,28,10,1,exclusive,y,10b,10a,10a,385.0,305.0,405.0,376.0,338.0,390.0,417.0,,1269.0,right,False,A,right,0.11,0.89,1.18,0.13,1.05,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,337.0,295.0,293.0,336.0,410.0,462.0,427.0,,1475.0,left,True,A,right,0.5,0.5,1.23,0.61,0.62,1.0,2.0,1.0,0.0,right,1.0,2.0,3.0,0.0,1.0,1.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,27,experiment,35,12,1,focus,n,12a,12b,,502.0,462.0,370.0,430.0,432.0,495.0,539.0,,966.0,left,False,A,left,0.85,0.15,0.96,0.81,0.14,2.0,1.0,2.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,38,experiment,37,13,1,exclusive,n,13a,13b,13a,438.0,331.0,396.0,342.0,332.0,465.0,464.0,,737.0,left,False,A,left,1.0,0.0,0.48,0.48,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,500.0,431.0,430.0,462.0,475.0,433.0,633.0,,2638.0,left,False,B,left,0.71,0.29,2.57,1.83,0.73,2.0,2.0,3.0,0.0,right,2.0,2.0,4.0,1.0,1.0,2.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,29,experiment,44,15,1,focus,y,15b,15a,,465.0,365.0,463.0,606.0,464.0,570.0,658.0,,1209.0,right,False,A,left,0.59,0.41,1.13,0.67,0.47,2.0,1.0,1.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,40,experiment,46,16,1,exclusive,y,16b,16a,16a,391.0,389.0,341.0,373.0,390.0,396.0,454.0,,1112.0,right,False,A,right,0.5,0.5,1.03,0.51,0.51,1.0,2.0,1.0,0.0,left,1.0,2.0,3.0,0.0,1.0,1.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,426.0,328.0,386.0,495.0,430.0,463.0,463.0,,993.0,right,False,B,right,0.24,0.76,0.84,0.2,0.64,1.0,2.0,1.0,0.0,left,1.0,2.0,3.0,0.0,1.0,1.0
2025-10-06 12:30:46,5f9bfbae0517c60102da9e57,a,21,experiment,53,18,1,focus,n,18a,18b,,566.0,506.0,465.0,499.0,571.0,932.0,523.0,,877.0,left,False,A,left,1.0,0.0,0.7,0.7,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,36,experiment,1,1,1,exclusive,n,1a,1b,1a,349.0,310.0,276.0,283.0,300.0,255.0,160.0,,463.0,left,False,A,left,1.0,0.0,0.46,0.46,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,415.0,322.0,304.0,289.0,312.0,304.0,264.0,,935.0,right,True,A,right,0.0,1.0,0.85,0.0,0.85,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,18,experiment,8,3,1,focus,y,3b,3a,,478.0,465.0,469.0,454.0,433.0,391.0,485.0,,1143.0,right,False,A,right,0.0,1.0,0.89,0.0,0.89,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,43,experiment,10,4,1,exclusive,y,4b,4a,4a,334.0,316.0,283.0,296.0,239.0,306.0,239.0,,2743.0,left,True,B,left,0.76,0.24,2.45,1.87,0.58,7.0,4.0,6.0,0.0,left,7.0,4.0,11.0,6.0,3.0,9.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,912.0,683.0,611.0,572.0,502.0,510.0,597.0,,1416.0,right,False,B,right,0.21,0.79,1.34,0.28,1.06,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,13,experiment,17,6,1,focus,n,6a,6b,,464.0,422.0,473.0,401.0,472.0,482.0,469.0,,873.0,left,False,A,right,0.25,0.75,0.87,0.22,0.65,2.0,2.0,3.0,0.0,left,2.0,2.0,4.0,1.0,1.0,2.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,49,experiment,19,7,1,exclusive,n,7a,7b,7a,438.0,265.0,225.0,216.0,170.0,148.0,366.0,,519.0,right,True,B,right,0.0,1.0,0.49,0.0,0.49,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,357.0,278.0,258.0,238.0,253.0,181.0,183.0,,2513.0,right,True,A,right,0.34,0.66,2.23,0.75,1.49,4.0,6.0,6.0,0.0,left,4.0,6.0,10.0,3.0,5.0,8.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,35,experiment,26,9,1,focus,y,9b,9a,,584.0,300.0,254.0,267.0,270.0,165.0,352.0,,408.0,right,False,A,left,0.79,0.21,0.36,0.29,0.07,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,45,experiment,28,10,1,exclusive,y,10b,10a,10a,288.0,274.0,268.0,159.0,205.0,368.0,321.0,,1894.0,left,True,B,left,1.0,0.0,1.69,1.69,0.0,3.0,0.0,0.0,0.0,left,3.0,0.0,3.0,2.0,0.0,2.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,411.0,106.0,199.0,404.0,288.0,341.0,294.0,,4090.0,left,True,A,left,0.65,0.35,3.71,2.41,1.3,7.0,5.0,8.0,0.0,left,7.0,5.0,12.0,6.0,4.0,10.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,27,experiment,35,12,1,focus,n,12a,12b,,380.0,273.0,309.0,291.0,313.0,382.0,370.0,,1189.0,left,False,A,left,0.7,0.3,1.18,0.82,0.36,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,38,experiment,37,13,1,exclusive,n,13a,13b,13a,320.0,271.0,277.0,250.0,256.0,247.0,282.0,,398.0,left,False,A,left,1.0,0.0,0.33,0.33,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-25 21:45:59,60cb4cd6477b2ff7c1adaea4,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,511.0,320.0,314.0,345.0,277.0,327.0,317.0,,2818.0,left,False,B,left,0.8,0.2,2.72,2.17,0.55,3.0,1.0,2.0,0.0,left,3.0,1.0,4.0,2.0,0.0,2.0
